"probeset","qvalue_16h","most_associated_marker_16h","qvalue_32h","most_associated_marker_32h","bb4_expression_pattern","description"
"Contig13305_at",0.003698522,"7H.63",0.001682769,"7H.60","n/a"," 11/06/02 P49085       7e-42 Phytoene synthase"
"Contig13307_at",0.173944518,"5H.15",0.203050345,"5H.06","n/a"," 10/29/02 NP_197782.1  2e-56 (NM_122299) acyltransferase; protein id: At5g23940.1"
"Contig13308_at",2.7e-06,"2H.66",4.98e-05,"1H.04","n/a","10/31/02 CAA98168.1   8e-81 RAB7A [Lotus japonicus]"
"Contig13311_at",4.74e-06,"7H.19",0.110982149,"1H.28","n/a","11/08/02 AAM19790.1   8e-74 (AY094415) At2g06010/F5K7.23 [Arabidopsis thaliana]"
"Contig13312_at",0.307639122,"2H.13",0.198078906,"7H.54","n/a","01/29/03 NP_200761.1  4e-18 1-aminocyclopropane-1-carboxylate oxidase - like protein; protein id: At5g59530.1 [Arabidopsis thaliana]"
"Contig13313_at",0.055425382,"5H.23",7.35e-07,"1H.05","iPacMan"," 11/08/02 NP_566091.1  1e-63 (NM_130259) Expressed protein; protein id: At2g46910.1"
"Contig13314_at",0.1749998,"3H.44",0.002334636,"1H.10","n/a","10/13/02 AAN05546.1   4e-29 (AC084023) hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig13317_at",0.031856057,"1H.03",0.008682821,"5H.45","n/a"," 10/29/02 NP_567343.1  5e-42 (NM_116967) F-box protein family"
"Contig13318_at",0.000970737,"5H.08",1.84e-05,"1H.08","n/a","10/13/02 T10494       5e-81 pectinesterase (EC 3.1.1.11) PECS-c2 - sweet orange gb|AAB57671.1| pectinesterase [Citrus sinensis]"
"Contig13319_at",0.034471206,"7H.62",0.060370346,"3H.20","n/a","10/26/02 AAK96855.1   5e-20 (AY054664) putative protein [Arabidopsis thaliana] gb|AAL66884.1| (AY072469) putative protein [Arabidopsis thaliana]"
"Contig13323_at",3.63e-06,"2H.65",7.35e-07,"1H.05","n/a","<none>"
"Contig13326_at",0.000319081,"2H.66",0.002443551,"1H.47","n/a","10/02/02 NP_198688.1  3e-34 (NM_123233) putative protein; protein id: At5g38720.1 [Arabidopsis thaliana]"
"Contig13327_at",0.000188272,"2H.67",0.001350681,"1H.47","n/a","<none>"
"Contig13331_s_at",0.000953212,"2H.66",0.004080068,"3H.25","n/a"," 10/04/02 NP_565520.1  2e-46 (NM_127755) expressed protein; protein id: At2g21860.1"
"Contig13332_at",5.83e-06,"2H.66",7.35e-07,"1H.05","n/a","11/07/02 BAC07358.1   3e-09 (AP003344) putative low density lipoprotein [Oryza sativa (japonica cultivar-group)]"
"Contig13333_at",0.095259077,"6H.04",0.000148578,"6H.04","n/a","10/27/02 AAL76184.1   7e-28 Hypothetical protein [Oryza sativa]"
"Contig13334_at",0.000112547,"2H.66",7.35e-07,"1H.05","n/a"," 10/27/02 NP_192248.1  3e-63 (NM_116577) leucine-rich repeat transmembrane protein kinase"
"Contig13335_at",0.296380723,"3H.44",0.213880898,"1H.05","n/a","11/04/02 CAD29733.1   8e-44 (AJ441325) pectin methylesterase [Sesbania rostrata]"
"Contig13338_at",0.037098645,"2H.66",0.104678609,"1H.08","n/a"," 11/08/02 BAC07387.1   1e-72 (AP003842) contains ESTs C99731(E21182)"
"Contig13339_at",0.001322219,"2H.68",0.00937645,"1H.47","n/a","11/06/02 BAA92999.1   e-109 unnamed protein product [Oryza sativa (japonica cultivar-group)]"
"Contig1334_at",0.023292338,"2H.45",0.079052786,"2H.49","n/a","11/06/02 T06472       8e-19 low-temperature-specific protein TACR7 - wheat (fragment) gb|AAC37511.2| pTACR7 [Triticum aestivum]"
"Contig13341_at",0.169901758,"6H.46",0.108720089,"4H.13","n/a"," 10/02/02 NP_172815.1  3e-38 longevity assurance protein"
"Contig13343_at",0.161047483,"2H.64",0.02714445,"7H.26","n/a","11/06/02 AAM65199.1   1e-32 unknown [Arabidopsis thaliana]"
"Contig13345_at",0.058448037,"3H.21",0.005360045,"1H.05","n/a","<none>"
"Contig13347_at",0.135116596,"6H.20",5.74e-05,"1H.08","n/a","<none>"
"Contig13348_at",0.000681394,"2H.65",0.068245244,"5H.44","n/a","11/06/02 AAK72891.1   8e-10 (AC091123) putative myosin heavy chain [Oryza sativa]"
"Contig13349_at",0.023741965,"7H.13",0.156000477,"3H.10","n/a","11/06/02 AAK95310.1   4e-82 At2g20120/T2G17.8 [Arabidopsis thaliana] gb|AAM10356.1| At2g20120/T2G17.8 [Arabidopsis thaliana]"
"Contig1335_at",0.267776722,"3H.45",0.223457934,"7H.55","n/a","11/06/02 T04476       4e-24 acclimation protein 2 - barley emb|CAA66490.1| BLT14.2 protein [Hordeum vulgare subsp. vulgare]"
"Contig13350_at",1.82e-05,"2H.66",1.22e-05,"1H.05","n/a"," 11/08/02 AAD28734.1   7e-65 beta-1"
"Contig13352_at",0.000190185,"2H.66",0.000204825,"1H.04","n/a","10/27/02 BAB89013.1   5e-97 putative glucose inhibited division protein A [Oryza sativa (japonica cultivar-group)]"
"Contig13354_at",0.002639073,"2H.67",0.000479059,"1H.48","n/a","11/08/02 NP_200653.1  1e-25 (NM_125231) putative protein; protein id: At5g58450.1 [Arabidopsis thaliana]"
"Contig13355_at",3.63e-06,"2H.67",0.003576324,"1H.06","n/a"," 11/07/02 BAB90265.1   2e-55 (AP003432) contains ESTs C25973(C11401)"
"Contig13357_at",1.99e-06,"2H.67",0.057662505,"1H.05","n/a","11/08/02 NP_177870.1  8e-46 (NM_106395) unknown protein; protein id: At1g77460.1 [Arabidopsis thaliana]"
"Contig13359_at",0.325508947,"7H.09",0.190126665,"1H.06","n/a"," 11/06/02 NP_563886.1  6e-11 (NM_100996) expressed protein; protein id: At1g11240.1"
"Contig1336_at",0.030891075,"7H.15",0.016472399,"6H.04","n/a","01/29/03 S51933       4e-65 calmodulin cam2 - maize emb|CAA54583.1| calmodulin [Zea mays]"
"Contig13360_at",0.108808586,"2H.65",0.008277814,"1H.05","PacMan","<none>"
"Contig13361_at",2.7e-06,"2H.54",1.3e-06,"2H.55","n/a"," 10/27/02 NP_564253.2  4e-40 unknown protein; protein id: At1g26660.1"
"Contig13362_at",0.002326358,"2H.67",0.199330811,"2H.60","n/a"," 10/26/02 NP_180454.2  9e-72 putative para-aminobenzoate synthase and glutamine amidotransferase"
"Contig13362_s_at",0.000916646,"7H.46",0.000288765,"7H.44","n/a"," 10/26/02 NP_180454.2  9e-72 putative para-aminobenzoate synthase and glutamine amidotransferase"
"Contig13363_at",0.192337156,"1H.04",0.040044228,"6H.15","n/a","<none>"
"Contig13364_at",0.025362519,"5H.23",0.007152348,"1H.03","n/a","11/06/02 AAL79693.1   5e-76 (AC087599) hypothetical protein [Oryza sativa]"
"Contig13366_at",1.99e-06,"2H.67",1.91e-05,"1H.05","n/a"," 11/08/02 NP_200294.1  2e-92 unknown protein; protein id: At5g54830.1"
"Contig13367_at",0.057775697,"6H.44",0.255558561,"2H.63","n/a","<none>"
"Contig13368_at",0.183668153,"6H.45",0.04470332,"5H.25","n/a","<none>"
"Contig1337_s_at",0.095066722,"3H.47",0.009106849,"1H.04","n/a","11/06/02 P23252       6e-48 COLD-REGULATED PROTEIN 2 pir||B45512 cold-regulated protein 2 - barley (fragment)"
"Contig13370_s_at",0.169575345,"5H.08",7.35e-07,"1H.08","n/a","10/02/02 BAB64790.1   2e-46 P0701D05.4 [Oryza sativa (japonica cultivar-group)] dbj|BAC00581.1| B1189A09.35 [Oryza sativa (japonica cultivar-group)]"
"Contig13371_at",0.168708794,"3H.04",7.35e-07,"1H.07","n/a","11/07/02 BAB64790.1   2e-78 P0701D05.4 [Oryza sativa (japonica cultivar-group)] dbj|BAC00581.1| B1189A09.35 [Oryza sativa (japonica cultivar-group)]"
"Contig13373_at",0.000138409,"2H.67",1.85e-06,"6H.29","n/a","11/08/02 CAC39065.1   3e-72 putative protein [Oryza sativa]"
"Contig13374_at",0.101998854,"5H.15",0.09470277,"7H.22","n/a","11/08/02 NP_189971.1  6e-05 (NM_114253) putative protein; protein id: At3g43850.1 [Arabidopsis thaliana]"
"Contig13375_at",0.118206223,"3H.27",8.87e-06,"3H.28","n/a"," 11/06/02 BAB56055.1   2e-27 (AP003076) hypothetical protein~similar to Arabidopsis thaliana chromosome 1"
"Contig13376_at",0.146161408,"3H.46",0.139503534,"5H.58","n/a","10/13/02 AAM08826.1   5e-66 Putative protein phosphatase 2C [Oryza sativa (japonica cultivar-group)]"
"Contig13377_at",0.185875694,"5H.14",0.140577381,"1H.30","n/a","10/13/02 NP_177941.1  3e-09 (NM_106467) unknown protein; protein id: At1g78170.1 [Arabidopsis thaliana]"
"Contig13378_at",0.086574179,"3H.49",0.001530694,"1H.08","n/a","10/27/02 BAB91937.1   7e-73 (AP003768) putative peptidase-like protein [Oryza sativa (japonica cultivar-group)]"
"Contig13379_at",0.161505809,"3H.44",1.13e-05,"1H.08","n/a"," 10/02/02 NP_180155.2  2e-63 (NM_128144) putative trytophanyl-tRNA synthetase; protein id: At2g25840.1"
"Contig1338_at",0.128796147,"3H.02",0.004337897,"5H.10","n/a","10/27/02 P13565       5e-75 CALMODULIN sp|P29612|CALM_ORYSA CALMODULIN"
"Contig1338_s_at",0.014142247,"2H.66",6.39e-05,"1H.05","n/a","10/27/02 P13565       5e-75 CALMODULIN sp|P29612|CALM_ORYSA CALMODULIN"
"Contig13380_at",0.071468345,"2H.66",0.131189826,"1H.03","n/a"," 11/04/02 BAC15988.1   1e-09 (AP004300) contains ESTs D47406(S12806)"
"Contig13382_at",0.102968595,"5H.20",0.000227559,"4H.15","n/a","11/06/02 CAC16135.1   1e-34 endonuclease III homologue [Arabidopsis thaliana]"
"Contig13383_at",2.7e-06,"7H.11",7.35e-07,"7H.11","n/a","11/06/02 BAA83570.1   2e-71 (AP000399) Similar to wak1 gene (AJ009696) [Oryza sativa (japonica cultivar-group)]"
"Contig13384_at",0.129309527,"2H.60",6.32e-05,"7H.34","n/a","10/26/02 NP_199850.1  2e-53 (NM_124421) selenium-binding protein-like; protein id: At5g50390.1 [Arabidopsis thaliana]"
"Contig13385_s_at",0.000923476,"2H.66",0.122199207,"5H.04","n/a"," 11/04/02 BAC16195.1   1e-10 (AP005486) hypothetical protein~similar to Oryza sativa chromosome 3"
"Contig13387_at",0.231397777,"4H.09",0.00024499,"1H.05","n/a","01/29/03 AAK38491.1   1e-50 hypothetical protein [Oryza sativa]"
"Contig1339_at",0.08294966,"2H.66",0.03666795,"1H.05","n/a","01/29/03 P27164       3e-67 Calmodulin-related protein gb|AAA33705.1| calmodulin-related protein"
"Contig13392_at",0.150269274,"7H.19",6.98e-05,"1H.06","n/a","10/31/02 BAB89819.1   1e-40 P0683B11.5 [Oryza sativa (japonica cultivar-group)] dbj|BAB93364.1| B1131B07.26 [Oryza sativa (japonica cultivar-group)]"
"Contig13393_at",0.000779215,"2H.65",0.000357383,"4H.14","n/a","10/13/02 AAM61415.1   7e-46 unknown [Arabidopsis thaliana]"
"Contig13394_at",0.054072975,"6H.39",0.158625657,"1H.26","n/a"," 11/08/02 NP_197168.1  1e-29 putative protein; protein id: At5g16650.1"
"Contig13399_at",0.136396885,"2H.13",0.007211783,"5H.37","n/a"," 11/04/02 NP_564223.1  3e-12 (NM_102305) zinc finger protein 7"
"Contig134_s_at",0.036349723,"5H.19",0.001048865,"1H.45","n/a","10/31/02 AAC32121.1   8e-68 (AF051217) probable 40S ribosomal protein S15 [Picea mariana]"
"Contig1340_at",0.010284989,"2H.63",0.017758289,"6H.04","PacMan","11/08/02 CAA46150.1   1e-61 calmodulin [Oryza sativa] emb|CAA74307.1| calmodulin [Zea mays]"
"Contig13400_at",0.000233635,"2H.66",0.034177675,"1H.09","n/a"," 10/26/02 NP_197350.1  5e-77 (NM_121854) putative protein; protein id: At5g18490.1"
"Contig13400_s_at",0.00030082,"2H.66",6.06e-05,"1H.04","n/a"," 10/26/02 NP_197350.1  5e-77 (NM_121854) putative protein; protein id: At5g18490.1"
"Contig13403_at",0.021530612,"5H.15",0.000153878,"1H.48","n/a"," 10/13/02 NP_568543.1  e-106 (NM_123053) DegP protease; protein id: At5g36950.1"
"Contig13404_at",0.188577788,"6H.45",0.055009469,"6H.40","n/a"," 11/06/02 NP_683497.1  2e-37 (NM_148656) auxin-regulated protein; protein id: At1g76405.2"
"Contig13405_at",0.185466507,"2H.15",0.15799486,"5H.05","n/a"," 11/06/02 NP_568088.1  3e-11 (NM_120213) putative protein; protein id: At5g01350.1"
"Contig13406_at",0.091216029,"2H.63",0.103012034,"7H.40","n/a","10/29/02 BAB68120.1   5e-23 (AP003734) contains EST C26186(C11789)~unknown protein [Oryza sativa (japonica cultivar-group)]"
"Contig13407_s_at",0.000126374,"2H.66",7.35e-07,"1H.05","iPacMan","11/08/02 BAA94228.1   5e-68 unnamed protein product [Oryza sativa (japonica cultivar-group)]"
"Contig13408_at",0.004841623,"2H.66",7.35e-07,"1H.05","n/a","11/07/02 BAA94228.1   4e-61 unnamed protein product [Oryza sativa (japonica cultivar-group)]"
"Contig13409_at",0.007565039,"2H.63",1.3e-06,"1H.06","iPacMan"," 10/31/02 NP_563991.1  7e-35 expressed protein; protein id: At1g16080.1"
"Contig1341_at",1.72e-05,"2H.66",5.62e-05,"1H.07","n/a","10/29/02 BAA81759.1   2e-50 Similar to sequence of BAC F7G19 from Arabidopsis thaliana. (AC000106) [Oryza sativa (japonica cultivar-group)]"
"Contig13410_at",0.086933492,"2H.26",0.200331356,"5H.08","n/a","11/06/02 CAD40854.1   3e-73 (AL606615) OSJNBa0086B14.26 [Oryza sativa (japonica cultivar-group)]"
"Contig13411_at",0.053839091,"3H.56",0.004095644,"1H.47","n/a","11/08/02 NP_187423.1  2e-28 (NM_111645) unknown protein; protein id: At3g07660.1 [Arabidopsis thaliana]"
"Contig13412_at",0.122376699,"3H.49",0.016136167,"1H.05","n/a","<none>"
"Contig13413_at",0.075660811,"3H.57",0.159795318,"3H.18","n/a"," 11/08/02 AAF63138.1   2e-31 (AC011001) Similar to lipases [Arabidopsis thaliana] gb|AAM20450.1| (AY099599) lipase"
"Contig13414_at",0.000121631,"1H.04",0.027078122,"3H.09","n/a","10/02/02 NP_194434.1  8e-72 SNF8 like protein; protein id: At4g27040.1 [Arabidopsis thaliana] pir||T04827 SNF8 protein homolog F10M23.380 - Arabidopsis thaliana"
"Contig13415_at",0.244030304,"1H.07",0.251598835,"7H.33","n/a","<none>"
"Contig13416_at",0.04005976,"7H.25",0.000304618,"7H.25","n/a","10/27/02 NP_197866.1  2e-72 methyltransferase-like protein; protein id: At5g24840.1 [Arabidopsis thaliana]"
"Contig13417_at",0.077035636,"6H.20",7.35e-07,"1H.05","iPacMan"," 10/27/02 NP_192643.2  2e-38 (NM_116973) RRM-containing protein; protein id: At4g09040.1"
"Contig13418_at",0.020649796,"1H.27",0.074424605,"1H.26","n/a","11/08/02 BAB92581.1   7e-61 (AP003406) putative receptor kinase [Oryza sativa (japonica cultivar-group)]"
"Contig13419_at",6.83e-06,"2H.67",7.35e-07,"1H.05","n/a"," 11/06/02 NP_191426.1  3e-40 putative protein; protein id: At3g58670.1"
"Contig1342_at",0.003210011,"5H.40",0.000175555,"5H.44","n/a","10/13/02 AAM92708.1   2e-77 putative ribosomal protein S18 [Triticum aestivum]"
"Contig13420_at",0.001437653,"2H.67",1.3e-06,"1H.05","n/a","10/27/02 NP_200432.1  3e-06 (NM_125004) unknown protein; protein id: At5g56210.1 [Arabidopsis thaliana]"
"Contig13421_at",1.99e-06,"2H.36",7.35e-07,"2H.35","PacMan"," 11/06/02 NP_565718.1  1e-90 expressed protein; protein id: At2g31190.1"
"Contig13422_at",0.186513262,"5H.30",0.250574308,"1H.47","n/a","11/07/02 AAL83679.1   2e-08 putative dioxygenase [Oryza sativa (japonica cultivar-group)]"
"Contig13423_at",0.002893577,"2H.67",0.00061329,"1H.06","n/a","10/13/02 AAF79915.1   3e-78 (AC022472) Contains similarity to ER lumen protein retaining receptor from Caenorhabditis elegans gi|6686285 and"
"Contig13424_at",0.307143336,"7H.32",0.218462076,"5H.48","n/a","10/02/02 AAK18833.1   3e-80 (AC082645) hypothetical protein [Oryza sativa]"
"Contig13425_at",0.084077639,"7H.48",3.99e-05,"1H.05","iPacMan","11/08/02 AAL49864.1   6e-31 (AY070366) unknown protein [Arabidopsis thaliana] gb|AAN41388.1| (BT000988) unknown protein [Arabidopsis thaliana]"
"Contig13426_at",0.00553501,"5H.16",0.000126385,"5H.19","n/a","11/08/02 BAB88939.1   6e-38 Rurm1 [Oryza sativa] dbj|BAC01162.1| ubiquitin-related modifier-1 [Oryza sativa (indica cultivar-group)]"
"Contig13428_at",1.99e-06,"1H.04",7.35e-07,"1H.04","n/a","11/06/02 AAD44029.1   e-107 (AF085164) receptor-like kinase LRK10 [Hordeum vulgare] [Hordeum vulgare subsp. vulgare]"
"Contig13429_at",1.99e-06,"1H.04",7.35e-07,"1H.04","n/a","11/07/02 AAK20738.1   1e-53 (AF325196) LRK19 [Triticum aestivum]"
"Contig1343_at",0.061363387,"5H.19",0.00165585,"1H.45","n/a"," 10/13/02 NP_178234.1  9e-99 putative ribosomal protein L7; protein id: At2g01250.1"
"Contig13430_at",0.235135046,"5H.27",6.21e-05,"1H.06","n/a","01/29/03 NP_680181.1  1e-13 similar to metal-transporting P-type ATPase; protein id: At5g21930.1 [Arabidopsis thaliana]"
"Contig13430_s_at",0.120453981,"3H.50",2.74e-05,"1H.05","iPacMan","01/29/03 NP_680181.1  1e-13 similar to metal-transporting P-type ATPase; protein id: At5g21930.1 [Arabidopsis thaliana]"
"Contig13431_at",0.130238427,"3H.50",0.001747415,"1H.06","n/a","11/07/02 NP_680181.1  7e-54 similar to metal-transporting P-type ATPase; protein id: At5g21930.1 [Arabidopsis thaliana]"
"Contig13432_at",1.99e-06,"6H.36",7.35e-07,"6H.36","n/a","<none>"
"Contig13434_at",1.99e-06,"2H.67",0.015020251,"2H.52","n/a","01/29/03 BAB02253.1   1e-70 protein phosphatase 2C [Arabidopsis thaliana]"
"Contig13435_at",5.83e-06,"2H.66",0.000806278,"7H.36","n/a","<none>"
"Contig13436_at",0.001570516,"3H.20",7.35e-07,"3H.21","n/a","<none>"
"Contig13438_at",0.250822872,"5H.15",0.079146188,"5H.02","n/a","10/13/02 AAF81194.1   2e-06 (AF240774) LEA-18 [Phaseolus vulgaris]"
"Contig13441_at",0.176558157,"5H.17",0.118411874,"5H.30","n/a","<none>"
"Contig13442_at",0.03049751,"4H.23",7.35e-07,"4H.23","n/a","11/08/02 NP_194064.1  7e-15 hypothetical protein; protein id: At4g23330.1 [Arabidopsis thaliana]"
"Contig13445_at",0.120613863,"5H.44",0.177253149,"6H.28","n/a","11/07/02 NP_199937.1  4e-48 (NM_124503) putative protein; protein id: At5g51240.1 [Arabidopsis thaliana]"
"Contig13446_at",1.99e-06,"2H.66",7.35e-07,"1H.05","n/a","11/07/02 BAB64133.1   7e-93 (AP003250) hypothetical protein~similar to wall-associated kinase [Oryza sativa (japonica cultivar-group)]"
"Contig13447_s_at",4.74e-06,"2H.65",7.35e-07,"5H.48","n/a","<none>"
"Contig13454_at",0.21913719,"3H.51",0.000861472,"1H.48","n/a","11/08/02 Q04832       1e-18 DNA-binding protein HEXBP (Hexamer-binding protein) pir||A47156 hexamer-binding protein HEXBP - Leishmania major"
"Contig13455_at",0.09085896,"2H.60",0.01142868,"4H.24","n/a","<none>"
"Contig13456_at",0.004299936,"1H.03",0.030110394,"2H.42","n/a"," 11/07/02 BAB67981.1   8e-83 (AP003331) contains ESTs AU095141(E60236)"
"Contig13457_s_at",3.37e-05,"6H.36",7.35e-07,"6H.36","n/a"," 11/06/02 NP_567210.1  8e-38 expressed protein; protein id: At4g01150.1"
"Contig13459_at",0.287416371,"2H.45",0.007116099,"1H.08","n/a","<none>"
"Contig13460_at",2.7e-06,"4H.14",7.35e-07,"4H.14","n/a","11/07/02 NP_191408.1  6e-83 (NM_115711) putative protein; protein id: At3g58490.1 [Arabidopsis thaliana]"
"Contig13460_s_at",0.002504269,"2H.63",0.074809655,"1H.08","n/a","11/07/02 NP_191408.1  6e-83 (NM_115711) putative protein; protein id: At3g58490.1 [Arabidopsis thaliana]"
"Contig13463_at",0.00100571,"2H.67",0.00035562,"1H.45","n/a","11/06/02 AAM53297.1   1e-29 unknown protein [Arabidopsis thaliana]"
"Contig13464_at",0.018083436,"5H.09",0.000958467,"7H.47","n/a","11/06/02 BAA93020.1   2e-95 hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig13466_at",0.00726618,"6H.34",0.009173925,"5H.01","iPacMan"," 10/26/02 NP_192835.1  8e-23 putative protein; protein id: At4g10970.1"
"Contig13467_at",0.103359764,"2H.58",0.235626486,"5H.20","n/a"," 10/29/02 NP_565151.1  4e-63 expressed protein; protein id: At1g77180.1"
"Contig13468_at",2.7e-06,"2H.16",4.05e-06,"2H.16","n/a"," 11/04/02 BAC16658.1   2e-40 (AP004570) contains EST AU085808(C53711)~hypothetical protein~similar to Arabidopsis thaliana chromosome5"
"Contig13470_at",2.7e-06,"2H.66",0.029649757,"4H.16","n/a","10/29/02 BAB40805.2   2e-64 PolI-like DNA polymerase [Oryza sativa]"
"Contig13473_at",0.124695461,"1H.02",0.00075626,"5H.59","n/a","10/27/02 AAL83681.1   1e-07 (AC092263) putative extensin [Oryza sativa (japonica cultivar-group)]"
"Contig13474_at",0.001650032,"3H.21",0.00023076,"1H.05","n/a","10/02/02 BAB63770.1   3e-91 (AP003607) putative peptide deformylase [Oryza sativa (japonica cultivar-group)]"
"Contig13475_at",0.000516931,"3H.19",0.021652038,"1H.09","n/a","11/06/02 NP_197629.1  2e-89 (NM_122142) putative protein; protein id: At5g22370.1 [Arabidopsis thaliana]"
"Contig13476_at",0.001769849,"2H.66",0.014043415,"1H.05","iPacMan","11/08/02 BAB40032.1   e-134 putative ABC transporter [Oryza sativa (japonica cultivar-group)]"
"Contig13477_at",0.05305901,"7H.60",0.022120998,"7H.59","n/a","11/04/02 Q41001       6e-29 Blue copper protein precursor pir||T06555 blue copper-binding protein II - garden pea"
"Contig13478_at",4.6e-05,"5H.18",9.87e-05,"5H.18","n/a"," 10/13/02 BAB89599.1   3e-69 (AP003252) contains ESTs D15165(C0191)"
"Contig13479_at",4.6e-05,"2H.66",0.028882862,"1H.06","n/a","11/08/02 NP_198698.1  2e-84 transporter -like protein; protein id: At5g38820.1 [Arabidopsis thaliana]"
"Contig1348_at",0.048862867,"5H.19",0.000134901,"1H.08","n/a"," 11/06/02 NP_671959.1  3e-93 60S ribosomal protein L7; protein id: At2g44120.2"
"Contig13480_at",0.010887093,"5H.20",0.001837243,"1H.48","n/a","11/04/02 NP_190248.1  2e-36 (NM_114531) putative protein; protein id: At3g46640.1 [Arabidopsis thaliana]"
"Contig13481_at",0.001754875,"7H.43",2.97e-06,"1H.08","n/a","11/06/02 AAK49592.1   4e-53 (AF372876) AT3g15820/MSJ11_22 [Arabidopsis thaliana]"
"Contig13482_at",0.222124934,"1H.03",0.121337524,"3H.29","n/a","10/29/02 NP_180648.1  e-106 (NM_128643) putative ARP2/3 protein complex subunit p41; protein id: At2g30910.1 [Arabidopsis thaliana]"
"Contig13483_at",0.131645159,"3H.35",0.269689482,"1H.03","n/a"," 10/13/02 NP_188806.1  5e-70 (NM_113064) integral membrane protein"
"Contig13484_at",0.132461628,"2H.45",0.146921997,"5H.45","n/a","10/27/02 NP_173513.1  4e-34 (NM_101942) unknown protein; protein id: At1g20890.1 [Arabidopsis thaliana]"
"Contig13485_s_at",1.99e-06,"5H.46",7.35e-07,"5H.46","n/a","10/13/02 NP_173513.1  1e-15 (NM_101942) unknown protein; protein id: At1g20890.1 [Arabidopsis thaliana]"
"Contig13490_at",0.084065049,"5H.52",0.034530738,"1H.08","n/a","11/08/02 AAG31141.1   3e-42 EDR1 [Oryza sativa]"
"Contig13491_at",0.004505738,"2H.46",0.00160432,"2H.45","n/a","10/27/02 AAM62671.1   2e-43 (AY085445) unknown [Arabidopsis thaliana]"
"Contig13493_at",0.002106389,"2H.67",6.22e-06,"1H.05","n/a","11/08/02 BAB90826.1   5e-71 anther ethylene-upregulated protein-like [Oryza sativa (japonica cultivar-group)]"
